Module,Customer,Style,Total SMV,Sewing SMV,SO#,LI,Sewing Stage,Colour,E,P,D/W,LC,Product Type,Buy Month,Season,Customer PO,Chassis ID,CWN,PO Type,Del. Date,Rev Del Date,Ord Qty,Planned Qty,Total Planned,Strip Planned,PSD,Prod Start Time,PED,Avg Per Day,FIH,1,9/4/23,9/5/23,9/6/23,9/7/23,9/8/23,9/9/23,9/10/23,9/11/23,9/12/23,9/13/23,9/14/23,9/15/23,9/16/23,9/17/23,9/18/23,9/19/23,9/20/23,9/21/23,9/22/23,9/23/23,9/24/23,9/25/23,9/26/23,9/27/23,9/28/23,9/29/23,9/30/23,10/1/23,10/2/23,10/3/23,10/4/23,10/5/23,10/6/23,10/7/23,10/8/23,10/9/23,10/10/23,10/11/23,10/12/23,10/13/23,10/14/23,10/15/23,10/16/23,10/17/23,10/18/23,10/19/23,10/20/23,10/21/23,10/22/23,10/23/23,10/24/23,10/25/23,10/26/23,10/27/23,10/28/23,10/29/23,10/30/23,10/31/23,11/1/23,11/2/23,11/3/23,11/4/23,11/5/23,11/6/23,11/7/23,11/8/23,11/9/23,11/10/23,11/11/23,11/12/23,11/13/23,11/14/23,11/15/23,11/16/23,11/17/23,11/18/23,11/19/23,11/20/23,11/21/23,11/22/23,11/23/23,11/24/23,11/25/23,11/26/23,11/27/23,11/28/23,11/29/23,11/30/23,12/1/23,12/2/23,12/3/23,12/4/23,12/5/23,12/6/23,12/7/23,12/8/23,12/9/23,12/10/23,12/11/23,12/12/23,12/13/23,12/14/23,12/15/23,12/16/23,12/17/23,12/18/23,12/19/23,12/20/23,12/21/23,12/22/23,12/23/23,12/24/23,12/25/23,12/26/23,12/27/23,12/28/23,12/29/23,12/30/23,12/31/23,SOLI
AL32,Arcteryx,X000007664,16.84,16.84,1000990051,60,Stitch,BLACK SAP HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095874,BTFN3TPSBLOZ0PSH0V,BLACK,X077,10/25/23,-,144,148,148,148,9/26/23,7:49 PM,9/26/23,148,20230919,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990051::60
AL32,Arcteryx,X000007664,16.84,16.84,1000990014,60,Stitch,FORAGE HEA II,-,-,-,-,T-shirt,2023_4_1,AAF,6300095874,BTFN3TPSBLOZ0PSH0V,FORG H,X077,10/25/23,-,1578,1625,1625,1625,9/26/23,9:34 PM,10/2/23,542,20230919,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,1230,-,-,-,-,336,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990014::60
AL32,Arcteryx,X000007664,16.84,16.84,1000990051,10,Stitch,BLACK SAP HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095797,BTFN3TPSBLOZ0PSH0V,BLACK,X014,10/25/23,-,1372,1413,1413,1413,10/2/23,10:13 AM,10/3/23,706,20230919,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,874,539,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990051::10
AL32,Arcteryx,X000007664,16.84,16.84,1000990051,20,Stitch,BLACK SAP HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095856,BTFN3TPSBLOZ0PSH0V,BLACK,X014,10/25/23,-,963,992,992,992,10/3/23,1:14 PM,10/4/23,496,20230919,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,664,328,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990051::20
AL32,Arcteryx,X000007664,16.84,16.84,1000990014,40,Stitch,FORAGE HEA II,-,-,-,-,T-shirt,2023_4_1,AAF,6300095817,BTFN3TPSBLOZ0PSH0V,FORG H,X014,10/25/23,-,1118,1152,1152,1152,10/16/23,6:00 AM,10/18/23,384,20231006,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,266,461,424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990014::40
AL32,Arcteryx,X000007664,16.84,16.84,1000990023,70,Stitch,BLACK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095875,BTFN3TPSBLOZ0PSH0V,BLACK,X077,11/25/23,-,1629,1678,1678,1678,10/18/23,5:45 PM,10/20/23,559,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,184,827,667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990023::70
AL32,Arcteryx,X000007664,16.84,16.84,1000990023,20,Stitch,BLACK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095819,BTFN3TPSBLOZ0PSH0V,BLACK,X014,11/25/23,-,1040,1071,1071,1071,10/20/23,5:27 PM,10/23/23,536,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,309,-,-,762,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990023::20
AL32,Arcteryx,X000007664,16.84,16.84,1000990023,50,Stitch,BLACK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095858,BTFN3TPSBLOZ0PSH0V,BLACK,X014,11/25/23,-,1357,1398,1398,1398,10/23/23,5:38 PM,10/24/23,699,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,306,1092,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990023::50
AL32,Arcteryx,X000007664,16.84,16.84,1000990006,60,Stitch,DAYBREAK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095865,BTFN3TPSBLOZ0PSH0V,DAYBR,X077,11/25/23,-,42,43,43,43,10/24/23,9:21 PM,10/24/23,43,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990006::60
AL32,Arcteryx,X000007664,16.84,16.84,1000990006,20,Stitch,DAYBREAK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095838,BTFN3TPSBLOZ0PSH0V,DAYBR,X014,11/25/23,-,43,44,44,44,10/24/23,10:07 PM,10/25/23,22,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990006::20
AL32,Arcteryx,X000007664,16.84,16.84,1000990006,40,Stitch,DAYBREAK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095850,BTFN3TPSBLOZ0PSH0V,DAYBR,X014,11/25/23,-,61,63,63,63,10/25/23,6:13 AM,10/25/23,63,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990006::40
AL32,Arcteryx,X000007664,16.84,16.84,1000990006,10,Stitch,DAYBREAK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095799,BTFN3TPSBLOZ0PSH0V,DAYBR,X014,11/25/23,-,92,95,95,95,10/25/23,7:03 AM,10/25/23,95,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990006::10
AL32,Arcteryx,X000007664,16.84,16.84,1000990006,50,Stitch,DAYBREAK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095858,BTFN3TPSBLOZ0PSH0V,DAYBR,X014,11/25/23,-,119,123,123,123,10/25/23,8:32 AM,10/25/23,123,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990006::50
AL32,Arcteryx,X000007664,16.84,16.84,1000990006,30,Stitch,DAYBREAK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095842,BTFN3TPSBLOZ0PSH0V,DAYBR,X077,11/25/23,-,140,144,144,144,10/25/23,10:09 AM,10/25/23,144,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990006::30
AL32,Arcteryx,X000007664,16.84,16.84,1000990006,70,Stitch,DAYBREAK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095875,BTFN3TPSBLOZ0PSH0V,DAYBR,X077,11/25/23,-,611,629,629,629,10/25/23,12:32 PM,10/25/23,629,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,629,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990006::70
AL32,Arcteryx,X000007664,16.84,16.84,1000990023,40,Stitch,BLACK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095850,BTFN3TPSBLOZ0PSH0V,BLACK,X014,11/25/23,-,3,3,3,3,10/25/23,9:44 PM,10/25/23,3,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990023::40
AL32,Arcteryx,X000007664,16.84,16.84,1000990052,60,Stitch,BLACK SAP HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095875,BTFN3TPSBLOZ0PSH0V,BLACK,X077,11/25/23,-,103,106,106,106,10/25/23,10:01 PM,10/26/23,53,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990052::60
AL32,Arcteryx,X000007664,16.84,16.84,1000990023,60,Stitch,BLACK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095865,BTFN3TPSBLOZ0PSH0V,BLACK,X077,11/25/23,-,187,193,193,193,10/26/23,6:54 AM,10/26/23,193,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990023::60
AL32,Arcteryx,X000007664,16.84,16.84,1000990052,40,Stitch,BLACK SAP HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095842,BTFN3TPSBLOZ0PSH0V,BLACK,X077,11/25/23,-,225,232,232,232,10/26/23,9:38 AM,10/26/23,232,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,232,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990052::40
AL32,Arcteryx,X000007664,16.84,16.84,1000990052,30,Stitch,BLACK SAP HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095831,BTFN3TPSBLOZ0PSH0V,BLACK,X014,11/25/23,-,233,240,240,240,10/26/23,12:47 PM,10/26/23,240,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990052::30
AL32,Arcteryx,X000007664,16.84,16.84,1000990023,30,Stitch,BLACK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095842,BTFN3TPSBLOZ0PSH0V,BLACK,X077,11/25/23,-,297,306,306,306,10/26/23,4:42 PM,10/26/23,306,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990023::30
AL32,Arcteryx,X000007664,16.84,16.84,1000990052,20,Stitch,BLACK SAP HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095819,BTFN3TPSBLOZ0PSH0V,BLACK,X014,11/25/23,-,396,408,408,408,10/26/23,9:34 PM,10/30/23,204,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,359,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990052::20
AL32,Arcteryx,X000007664,16.84,16.84,1000990052,50,Stitch,BLACK SAP HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095858,BTFN3TPSBLOZ0PSH0V,BLACK,X014,11/25/23,-,690,711,711,711,10/30/23,11:48 AM,10/31/23,356,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,704,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990052::50
AL32,Arcteryx,X000007664,16.84,16.84,1000990023,10,Stitch,BLACK HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095799,BTFN3TPSBLOZ0PSH0V,BLACK,X014,11/25/23,-,695,716,716,716,10/31/23,6:05 AM,10/31/23,716,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,716,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990023::10
AL32,Arcteryx,X000007664,16.84,16.84,1000990052,10,Stitch,BLACK SAP HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095799,BTFN3TPSBLOZ0PSH0V,BLACK,X014,11/25/23,-,984,1014,1014,1014,10/31/23,4:57 PM,11/1/23,507,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,362,652,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990052::10
AL32,Arcteryx,X000007664,16.84,16.84,1001004581,20,Stitch,STWASHHTR,-,-,-,-,T-shirt,2023_5_1,,6300096782,BTFN3TPSBLOZ0PSH0V,STWASH,X014,11/25/23,-,318,328,328,328,11/1/23,3:39 PM,11/1/23,328,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,328,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004581::20
AL32,Arcteryx,X000007664,16.84,16.84,1001004581,30,Stitch,STWASHHTR,-,-,-,-,T-shirt,2023_5_1,,6300096979,BTFN3TPSBLOZ0PSH0V,STWASH,X014,11/25/23,-,970,999,999,999,11/1/23,8:45 PM,11/2/23,500,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114,885,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004581::30
AL32,Arcteryx,X000007664,16.84,16.84,1001004581,60,Stitch,STWASHHTR,-,-,-,-,T-shirt,2023_5_1,,6300097030,BTFN3TPSBLOZ0PSH0V,STWASH,X014,11/25/23,-,1210,1246,1246,1246,11/2/23,7:30 PM,11/3/23,623,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,210,1036,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004581::60
AL32,Arcteryx,X000007664,16.84,16.84,1001004581,50,Stitch,STWASHHTR,-,-,-,-,T-shirt,2023_5_1,,6300097013,BTFN3TPSBLOZ0PSH0V,STWASH,X014,11/25/23,-,1128,1162,1162,1162,11/3/23,9:20 PM,11/4/23,581,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,1092,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004581::50
AL32,Arcteryx,X000007664,16.84,16.84,1001004581,40,Stitch,STWASHHTR,-,-,-,-,T-shirt,2023_5_1,,6300096996,BTFN3TPSBLOZ0PSH0V,STWASH,X014,11/25/23,-,1319,1359,1359,1359,11/4/23,10:19 PM,11/7/23,453,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,1131,213,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004581::40
AL32,Arcteryx,X000007664,16.84,16.84,1001004581,10,Stitch,STWASHHTR,-,-,-,-,T-shirt,2023_5_1,,6300096695,BTFN3TPSBLOZ0PSH0V,STWASH,X014,11/25/23,-,2905,2992,2992,2992,11/7/23,8:59 AM,11/9/23,997,20231017,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,970,1195,827,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004581::10
AL32,Arcteryx,X000007664,16.84,16.84,1000990011,50,Stitch,EUPHORIA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095858,BTFN3TPSBLOZ0PSH0V,EUPHO,X014,11/25/23,-,17,18,18,18,11/9/23,5:17 PM,11/9/23,18,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990011::50
AL32,Arcteryx,X000007664,16.84,16.84,1000990011,70,Stitch,EUPHORIA HEA,-,-,-,-,T-shirt,2023_4_1,AAF,6300095875,BTFN3TPSBLOZ0PSH0V,EUPHO,X077,11/25/23,-,43,44,44,44,11/9/23,5:30 PM,11/9/23,44,20231010,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000990011::70
