Module,Customer,Style,Total SMV,Sewing SMV,SO#,LI,Sewing Stage,Colour,E,P,D/W,LC,Product Type,Buy Month,Season,Customer PO,Chassis ID,CWN,PO Type,Del. Date,Rev Del Date,Ord Qty,Planned Qty,Total Planned,Strip Planned,PSD,Prod Start Time,PED,Avg Per Day,Actual Per Day,Defect Qty,Rejected Qty,Missing Qty,Defect Name,Defect Category,FIH,,9/4/2023,9/5/2023,9/6/2023,9/7/2023,9/8/2023,9/9/2023,9/10/2023,9/11/2023,9/12/2023,9/13/2023,9/14/2023,9/15/2023,9/16/2023,9/17/2023,9/18/2023,9/19/2023,9/20/2023,9/21/2023,9/22/2023,9/23/2023,9/24/2023,9/25/2023,9/26/2023,9/27/2023,9/28/2023,9/29/2023,9/30/2023,10/1/2023,10/2/2023,10/3/2023,10/4/2023,10/5/2023,10/6/2023,10/7/2023,10/8/2023,10/9/2023,10/10/2023,10/11/2023,10/12/2023,10/13/2023,10/14/2023,10/15/2023,10/16/2023,10/17/2023,10/18/2023,10/19/2023,10/20/2023,10/21/2023,10/22/2023,10/23/2023,10/24/2023,10/25/2023,10/26/2023,10/27/2023,10/28/2023,10/29/2023,10/30/2023,10/31/2023,11/1/2023,11/2/2023,11/3/2023,11/4/2023,11/5/2023,11/6/2023,11/7/2023,11/8/2023,11/9/2023,11/10/2023,11/11/2023,11/12/2023,11/13/2023,11/14/2023,11/15/2023,11/16/2023,11/17/2023,11/18/2023,11/19/2023,11/20/2023,11/21/2023,11/22/2023,11/23/2023,11/24/2023,11/25/2023,11/26/2023,11/27/2023,11/28/2023,11/29/2023,11/30/2023,12/1/2023,12/2/2023,12/3/2023,12/4/2023,12/5/2023,12/6/2023,12/7/2023,12/8/2023,12/9/2023,12/10/2023,12/11/2023,12/12/2023,12/13/2023,12/14/2023,12/15/2023,12/16/2023,12/17/2023,12/18/2023,12/19/2023,12/20/2023,12/21/2023,12/22/2023,12/23/2023,12/24/2023,12/25/2023,12/26/2023,12/27/2023,12/28/2023,12/29/2023,12/30/2023,12/31/2023,SOLI,Ladder
AL05,LACOSTE,TH9561,12.66,12.66,1001020625,10,Stitch,AAA,-,-,-,-,T-shirt,2023_7_1,AAF,7244326-4,BTCNATOSFLOZ0PSH0V,HSZ,X075,12/2/2023,-,2700,2835,2835,2835,10/26/2023,6:00 AM,11/1/2023,709,700,9,0,,Peeling off,Embellishment,20231018,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,432,-,-,-,750,952,700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020625::10,2022 New
AL05,LACOSTE,TH9561,12.66,12.66,1001020676,10,Stitch,AAA,-,-,-,-,T-shirt,2023_7_1,AAF,WASH-TH9561,BTCNATOSFLOZ0PSH0V,HSZ,X010,12/1/2023,-,6,6,6,6,11/1/2023,3:35 PM,11/1/2023,6,5,0,0,1,,,20231018,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020676::10,2022 New
AL05,LACOSTE,TH9561,12.66,12.66,1001020485,10,Stitch,AAA,-,-,-,-,T-shirt,2023_7_1,AAF,7244259-1,BTCNATOSFLOZ0PSH0V,HSZ,X077,12/8/2023,-,620,651,651,651,11/1/2023,3:39 PM,11/3/2023,217,215,2,0,0,Oil Mark,Cleanliness,20231018,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,561,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020485::10,2022 New
AL05,LACOSTE,TH9561,12.66,12.66,1001020632,10,Stitch,AAA,-,-,-,-,T-shirt,2023_7_1,AAF,7244324-3,BTCNATOSFLOZ0PSH0V,HSZ,X075,12/2/2023,-,8250,8663,8663,8663,11/3/2023,6:21 AM,11/10/2023,1238,1208,26,4,0,Missing Tag/Price Ticket,Accuracy,20231018,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,812,1045,-,1253,1368,1432,1536,1217,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020632::10,2022 New
AL05,LACOSTE,TH9561,12.66,12.66,1001020612,10,Stitch,BBB,-,-,-,-,T-shirt,2023_7_1,AAF,WASH_6-6,BTCNATOSFLOZ0PSH0V,IGM,X010,12/1/2023,-,6,6,6,6,11/10/2023,6:18 PM,11/10/2023,6,6,0,0,0,,,20231018,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020612::10,2022 New
AL05,LACOSTE,TH9561,12.66,12.66,1001020486,10,Stitch,BBB,-,-,-,-,T-shirt,2023_7_1,AAF,7244259-2,BTCNATOSFLOZ0PSH0V,IGM,X077,12/8/2023,-,800,840,840,840,11/10/2023,6:21 PM,11/11/2023,420,396,24,0,0,Printing Defects,Embellishment,20231018,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,375,465,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020486::10,2022 New
AL05,LACOSTE,TH9561,12.66,12.66,1001020626,10,Stitch,BBB,-,-,-,-,T-shirt,2023_7_1,AAF,7244326-5,BTCNATOSFLOZ0PSH0V,IGM,X075,12/2/2023,-,1800,1890,1890,1890,11/11/2023,10:24 AM,11/13/2023,945,940,5,0,0,Heat Seal,Embellishment,20231018,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1162,-,728,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020626::10,2022 New
AL05,LACOSTE,TH9561,12.66,12.66,1001020623,10,Stitch,BBB,-,-,-,-,T-shirt,2023_7_1,AAF,7244324-4,BTCNATOSFLOZ0PSH0V,IGM,X075,12/2/2023,-,6050,6353,6353,6353,11/13/2023,1:04 PM,11/17/2023,1271,1268,3,0,0,Minimum Neck Opening,Health & Safety,20231018,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,941,1715,1732,1732,234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020623::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020557,10,Stitch,LADIGE,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244318-11,BTCNATTSCLOZ0PSH0V,IXW,X077,11/24/2023,-,286,300,300,300,11/17/2023,8:11 AM,11/18/2023,150,144,6,0,0,Weight,Fabric,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,238,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020557::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020482,10,Stitch,LADIGE,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244261-12,BTCNATTSCLOZ0PSH0V,IXW,X077,11/24/2023,-,345,362,362,362,11/18/2023,7:59 AM,11/18/2023,362,350,12,0,0,Fabric/Yarn Defects,Fabric,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020482::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020617,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244316-1,BTCNATTSCLOZ0PSH0V,IY4,X075,11/24/2023,-,60,63,63,63,11/18/2023,7:37 PM,11/18/2023,63,63,0,0,0,,,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020617::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020613,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244306-2,BTCNATTSCLOZ0PSH0V,IY4,X075,11/24/2023,-,150,158,158,158,11/18/2023,9:22 PM,11/20/2023,79,78,1,0,0,Bonding,Embellishment,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020613::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020558,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244318-12,BTCNATTSCLOZ0PSH0V,IY4,X077,11/24/2023,-,286,300,300,300,11/20/2023,8:57 AM,11/20/2023,300,255,30,15,0,Shading between Garment/within set/Part to part,Color,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020558::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020540,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244308-2,BTCNATTSCLOZ0PSH0V,IY4,X077,11/24/2023,-,350,368,368,368,11/20/2023,4:21 PM,11/21/2023,184,180,4,0,0,Oil Mark,Cleanliness,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,252,116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020540::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020511,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244281-2,BTCNATTSCLOZ0PSH0V,IY4,X077,11/24/2023,-,400,420,420,420,11/21/2023,8:14 AM,11/21/2023,420,411,9,0,0,Sequins/Beads/Diamantes/Rhinestone,Embellishment,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020511::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020483,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244261-13,BTCNATTSCLOZ0PSH0V,IY4,X077,11/24/2023,-,547,574,574,574,11/21/2023,4:26 PM,11/22/2023,287,265,22,0,0,Heat Seal,Embellishment,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,310,264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020483::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020380,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244256-6,BTCNATTSCLOZ0PSH0V,IY4,X077,12/2/2023,-,7,7,7,7,11/22/2023,10:10 AM,11/22/2023,7,5,2,0,0,Packing Integrity/Mixed Size or Color,Accuracy,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020380::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020475,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244300-5,BTCNATTSCLOZ0PSH0V,IY4,X075,12/2/2023,-,47,49,49,49,11/22/2023,10:16 AM,11/22/2023,49,49,0,0,0,,,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020475::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020648,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244337-9,BTCNATTSCLOZ0PSH0V,IY4,X075,12/2/2023,-,190,200,200,200,11/22/2023,11:30 AM,11/22/2023,200,189,11,0,0,Carton Marking,Accuracy,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020648::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020410,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244277-5,BTCNATTSCLOZ0PSH0V,IY4,X075,12/2/2023,-,4,4,4,4,11/22/2023,2:43 PM,11/22/2023,4,4,0,0,0,,,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020410::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020467,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244298-12,BTCNATTSCLOZ0PSH0V,IY4,X075,12/2/2023,-,2899,3044,3044,3044,11/22/2023,2:46 PM,11/25/2023,761,752,9,0,0,Peeling off,Embellishment,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,454,1013,1089,489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020467::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020466,10,Stitch,LADIGE,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244298-11,BTCNATTSCLOZ0PSH0V,IXW,X075,12/2/2023,-,2001,2101,2101,2101,11/25/2023,12:53 PM,11/28/2023,700,666,34,0,0,,,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,666,-,1182,253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020466::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020425,10,Stitch,LADIGE,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244283-9,BTCNATTSCLOZ0PSH0V,IXW,X075,12/8/2023,-,50,53,53,53,11/28/2023,9:18 AM,11/28/2023,53,52,1,0,0,,,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020425::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020434,10,Stitch,LADIGE,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244285-11,BTCNATTSCLOZ0PSH0V,IXW,X075,12/8/2023,-,200,210,210,210,11/28/2023,9:56 AM,11/28/2023,210,200,10,0,0,Contamination/migration,Color,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020434::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020585,10,Stitch,LADIGE,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244342-8,BTCNATTSCLOZ0PSH0V,IXW,X077,12/19/2023,-,30,32,32,32,11/28/2023,12:57 PM,11/28/2023,32,32,0,0,0,Oil Mark,Cleanliness,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020585::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020509,10,Stitch,HYDRO,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244280-1,BTCNATTSCLOZ0PSH0V,IY4,X077,12/8/2023,-,53,56,56,56,11/28/2023,1:21 PM,11/28/2023,56,55,1,0,0,Dust on Garments,Cleanliness,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020509::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020538,10,Stitch,LADIGE,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244307-8,BTCNATTSCLOZ0PSH0V,IXW,X077,12/8/2023,-,400,420,420,420,11/28/2023,2:16 PM,11/28/2023,420,415,5,,0,Packing Integrity/Mixed Size or Color,Accuracy,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020538::10,2022 New
AL05,LACOSTE,TH7545,17.27,17.27,1001020546,10,Stitch,LADIGE,-,-,-,-,T-shirt Crew neck,2023_7_1,AAF,7244315-11,BTCNATTSCLOZ0PSH0V,IXW,X077,12/8/2023,-,400,420,420,420,11/28/2023,8:05 PM,11/29/2023,210,200,10,0,0,,,20231025,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001020546::10,2022 New
AL05,LACOSTE,TH1797,18.83,18.83,1000941176,20,Stitch,RIH,-,-,-,-,T-shirt,2022_11_2,AAJ,7242806-1,PTFNATOSNKCQOZ0PSH0V,RIH,X075,12/6/2023,20231212,393,413,413,413,11/29/2023,9:04 AM,11/30/2023,206,200,6,0,0,Fabric/Yarn Defects,Fabric,20231015,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189,224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000941176::20,2022 New
AL05,LACOSTE,TH1797,18.83,18.83,1000941314,40,Stitch,RIH,-,-,-,-,T-shirt,2022_11_2,AAJ,7242805-1,PTFNATOSNKCQOZ0PSH0V,RIH,X075,12/6/2023,20230620,283,297,297,297,11/30/2023,2:01 PM,12/1/2023,148,112,31,5,0,Minimum Neck Opening,Health & Safety,20231015,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,239,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000941314::40,2022 New
