Module,Customer,Style,Total SMV,Sewing SMV,SO#,LI,Sewing Stage,Colour,E,P,D/W,LC,Product Type,Buy Month,Season,Customer PO,Chassis ID,CWN,PO Type,Del. Date,Rev Del Date,Ord Qty,Planned Qty,Total Planned,Strip Planned,PSD,Prod Start Time,PED,Avg Per Day,Actual Per Day,Defect Qty,Rejected Qty,Missing Qty,Defect Name,Defect Category,FIH,,9/4/2023,9/5/2023,9/6/2023,9/7/2023,9/8/2023,9/9/2023,9/10/2023,9/11/2023,9/12/2023,9/13/2023,9/14/2023,9/15/2023,9/16/2023,9/17/2023,9/18/2023,9/19/2023,9/20/2023,9/21/2023,9/22/2023,9/23/2023,9/24/2023,9/25/2023,9/26/2023,9/27/2023,9/28/2023,9/29/2023,9/30/2023,10/1/2023,10/2/2023,10/3/2023,10/4/2023,10/5/2023,10/6/2023,10/7/2023,10/8/2023,10/9/2023,10/10/2023,10/11/2023,10/12/2023,10/13/2023,10/14/2023,10/15/2023,10/16/2023,10/17/2023,10/18/2023,10/19/2023,10/20/2023,10/21/2023,10/22/2023,10/23/2023,10/24/2023,10/25/2023,10/26/2023,10/27/2023,10/28/2023,10/29/2023,10/30/2023,10/31/2023,11/1/2023,11/2/2023,11/3/2023,11/4/2023,11/5/2023,11/6/2023,11/7/2023,11/8/2023,11/9/2023,11/10/2023,11/11/2023,11/12/2023,11/13/2023,11/14/2023,11/15/2023,11/16/2023,11/17/2023,11/18/2023,11/19/2023,11/20/2023,11/21/2023,11/22/2023,11/23/2023,11/24/2023,11/25/2023,11/26/2023,11/27/2023,11/28/2023,11/29/2023,11/30/2023,12/1/2023,12/2/2023,12/3/2023,12/4/2023,12/5/2023,12/6/2023,12/7/2023,12/8/2023,12/9/2023,12/10/2023,12/11/2023,12/12/2023,12/13/2023,12/14/2023,12/15/2023,12/16/2023,12/17/2023,12/18/2023,12/19/2023,12/20/2023,12/21/2023,12/22/2023,12/23/2023,12/24/2023,12/25/2023,12/26/2023,12/27/2023,12/28/2023,12/29/2023,12/30/2023,12/31/2023,SOLI,Ladder
AL32,Arcteryx,X000007739,29.4,29.4,1001004596,50,Stitch,BLACK HEA,-,-,-,1,T-shirt,2023_5_1,,6300097028,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,172,177,177,-,1/23/2024,5:57 PM,1/23/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004596::50,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004596,60,Stitch,BLACK HEA,-,-,-,1,T-shirt,2023_5_1,,6300097045,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,179,184,184,-,1/23/2024,10:23 PM,1/24/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004596::60,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004596,40,Stitch,BLACK HEA,-,-,-,1,T-shirt,2023_5_1,,6300097011,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,443,456,456,-,1/24/2024,9:55 AM,1/24/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004596::40,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004596,10,Stitch,BLACK HEA,-,-,-,1,T-shirt,2023_5_1,,6300096706,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,2677,2757,2757,-,1/24/2024,8:48 PM,1/30/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004596::10,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004600,20,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300096800,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,53,55,55,-,1/30/2024,7:32 PM,1/30/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004600::20,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004600,80,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300097058,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,63,65,65,-,1/30/2024,8:40 PM,1/30/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004600::80,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004600,30,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300096994,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,127,131,131,-,1/30/2024,10:15 PM,1/31/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004600::30,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004600,60,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300097045,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,233,240,240,-,1/31/2024,8:42 AM,1/31/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004600::60,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004600,50,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300097028,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,238,245,245,-,1/31/2024,2:23 PM,1/31/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004600::50,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004600,40,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300097011,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,290,299,299,-,1/31/2024,8:11 PM,2/1/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004600::40,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004600,70,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300097051,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,300,309,309,-,2/1/2024,10:20 AM,2/1/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004600::70,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004600,10,Stitch,BLACK SAP,-,-,-,1,T-shirt,2023_5_1,,6300096706,PTSN0TUSOKFQOZ0PSH0V,BLACK,X014,2/22/2024,-,3172,3267,3267,-,2/1/2024,5:41 PM,2/8/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004600::10,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004604,20,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300096800,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,2/22/2024,-,40,41,41,-,2/8/2024,8:55 AM,2/8/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004604::20,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004604,80,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300097058,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,2/22/2024,-,46,47,47,-,2/8/2024,9:45 AM,2/8/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004604::80,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004604,30,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300096994,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,2/22/2024,-,52,54,54,-,2/8/2024,11:14 AM,2/8/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004604::30,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004604,60,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300097045,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,2/22/2024,-,60,62,62,-,2/8/2024,12:20 PM,2/8/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004604::60,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004604,50,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300097028,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,2/22/2024,-,94,97,97,-,2/8/2024,1:52 PM,2/8/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004604::50,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004604,40,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300097011,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,2/22/2024,-,258,266,266,-,2/8/2024,3:52 PM,2/8/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004604::40,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004604,70,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300097051,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,2/22/2024,-,311,320,320,-,2/8/2024,10:20 PM,2/9/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004604::70,2022 New
AL32,Arcteryx,X000007739,29.4,29.4,1001004604,10,Stitch,FORGHTRII,-,-,-,1,T-shirt,2023_5_1,,6300096706,PTSN0TUSOKFQOZ0PSH0V,FORGHT,X014,2/22/2024,-,2506,2581,2581,-,2/9/2024,12:40 PM,2/14/2024,-,,,,,,,20240103,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001004604::10,2022 New
,Arcteryx,X000007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,48,-,-,-,-,-,-,77,202,1049,1138,-,-,1220,1231,1230,-,-,-,-,1210,1203,328,-,-,-,-,-,-,-,-,-,-,-,266,461,608,827,976,-,-,1068,1163,1110,1090,-,-,-,1063,1085,1093,1095,1106,1106,-,1131,1183,1195,1195,1196,1196,-,1195,1195,669,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
AL32,,X000007664,16.84,16.84,,,,,,,,,,,,,,,,9/19/2023,-,,,33212,33212,9/12/2023,6:00 AM,11/15/2023,306,,,,,,,20230817,PPD Cum:,-,-,-,-,-,-,-,-,48,48,48,48,48,48,48,125,327,1376,2514,2514,2514,3735,4966,6196,6196,6196,6196,6196,7406,8609,8937,8937,8937,8937,8937,8937,8937,8937,8937,8937,8937,8937,9203,9665,10273,11100,12076,12076,12076,13144,14307,15416,16506,16506,16506,16506,17569,18654,19748,20843,21949,23055,23055,24187,25370,26565,27760,28956,30152,30152,31347,32543,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,33212,,
,,X000007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.02,-,-,-,-,-,-,0.04,0.09,0.48,0.52,-,-,0.56,0.57,0.57,-,-,-,-,0.56,0.55,0.15,-,-,-,-,-,-,-,-,-,-,-,0.13,0.23,0.3,0.41,0.48,-,-,0.53,0.58,0.55,0.54,-,-,-,0.53,0.54,0.54,0.54,0.55,0.55,-,0.56,0.59,0.59,0.59,0.59,0.59,-,0.59,0.59,0.33,-,-,-,-,0.15,0.26,0.33,0.41,0.47,0.48,-,0.52,0.55,0.56,0.57,0.59,0.6,-,0.6,0.6,0.62,0.62,-,-,-,0.63,0.63,0.63,0.63,0.63,0.63,-,0.63,0.14,-,-,-,-,-,-,-,0.02,0.18,-,-,-,,
,Arcteryx,X000007739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173,300,410,510,584,597,-,646,684,696,708,733,745,-,746,746,771,770,-,-,-,783,783,783,784,783,783,-,783,172,-,-,-,-,-,-,-,19,221,-,-,-,,
AL32,,X000007739,29.4,29.4,,,,,,,,,,,,,,,,10/15/2023,-,,,36374,15712,11/20/2023,6:00 AM,2/14/2024,167,,,,,,,20231017,PPD Cum:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173,474,884,1393,1978,2574,2574,3220,3904,4600,5308,6041,6787,6787,7532,8278,9049,9819,9819,9819,9819,10602,11385,12168,12951,13734,14517,14517,15300,15472,15472,15472,15472,15472,15472,15472,15472,15491,15712,15712,15712,15712,,
,,X000007739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.02,-,-,-,-,-,-,0.04,0.09,0.48,0.52,-,-,0.56,0.57,0.57,-,-,-,-,0.56,0.55,0.15,-,-,-,-,-,-,-,-,-,-,-,0.13,0.23,0.3,0.41,0.48,-,-,0.53,0.58,0.55,0.54,-,-,-,0.53,0.54,0.54,0.54,0.55,0.55,-,0.56,0.59,0.59,0.59,0.59,0.59,-,0.59,0.59,0.33,-,-,-,-,0.15,0.26,0.33,0.41,0.47,0.48,-,0.52,0.55,0.56,0.57,0.59,0.6,-,0.6,0.6,0.62,0.62,-,-,-,0.63,0.63,0.63,0.63,0.63,0.63,-,0.63,0.14,-,-,-,-,-,-,-,0.02,0.18,-,-,-,,
,Arcteryx,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPD,-,-,-,-,-,-,-,-,48,-,-,-,-,-,-,77,202,1049,1138,-,-,1220,1231,1230,-,-,-,-,1210,1203,328,-,-,-,-,-,-,-,-,-,-,-,266,461,608,827,976,-,-,1068,1163,1110,1090,-,-,-,1063,1085,1093,1095,1106,1106,-,1131,1183,1195,1195,1196,1196,-,1195,1195,669,-,-,-,-,173,300,410,510,584,597,-,646,684,696,708,733,745,-,746,746,771,770,-,-,-,783,783,783,784,783,783,-,783,172,-,-,-,-,-,-,-,19,221,-,-,-,,
AL32,,-,23.66,23.66,,,,,,,,,,,,,,,,9/19/2023,-,,,69586,48924,9/12/2023,6:00 AM,2/14/2024,256,,,,,,,20230817,PPD Cum:,-,-,-,-,-,-,-,-,48,48,48,48,48,48,48,125,327,1376,2514,2514,2514,3735,4966,6196,6196,6196,6196,6196,7406,8609,8937,8937,8937,8937,8937,8937,8937,8937,8937,8937,8937,8937,9203,9665,10273,11100,12076,12076,12076,13144,14307,15416,16506,16506,16506,16506,17569,18654,19748,20843,21949,23055,23055,24187,25370,26565,27760,28956,30152,30152,31347,32543,33212,33212,33212,33212,33212,33385,33686,34096,34605,35190,35786,35786,36432,37116,37812,38520,39253,39999,39999,40744,41490,42261,43031,43031,43031,43031,43814,44597,45380,46163,46946,47729,47729,48512,48684,48684,48684,48684,48684,48684,48684,48684,48703,48924,48924,48924,48924,,
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF Row,-,-,-,-,-,-,-,-,0.02,-,-,-,-,-,-,0.04,0.09,0.48,0.52,-,-,0.56,0.57,0.57,-,-,-,-,0.56,0.55,0.15,-,-,-,-,-,-,-,-,-,-,-,0.13,0.23,0.3,0.41,0.48,-,-,0.53,0.58,0.55,0.54,-,-,-,0.53,0.54,0.54,0.54,0.55,0.55,-,0.56,0.59,0.59,0.59,0.59,0.59,-,0.59,0.59,0.33,-,-,-,-,0.15,0.26,0.33,0.41,0.47,0.48,-,0.52,0.55,0.56,0.57,0.59,0.6,-,0.6,0.6,0.62,0.62,-,-,-,0.63,0.63,0.63,0.63,0.63,0.63,-,0.63,0.14,-,-,-,-,-,-,-,0.02,0.18,-,-,-,,
AL34,Patagonia,40250,24.56,24.56,1000987965,30,Stitch,MLKE,1,-,-,-,T-shirt Baselayer,2023_4_1,AAT,455378,JKON0ODTOSHFWPFQHZHH0V0L,MLKE,X014,10/31/2023,-,651,671,18,18,9/14/2023,6:27 PM,9/14/2023,18,,,,,,,20230819,PPD,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000987965::30,2022 Repeat
AL34,LACOSTE,PF0965,20.04,20.04,1000941284,10,Stitch,F9F,-,-,-,-,T-shirt,2022_11_2,AAJ,7233304-2,PTFN4TOSBKCQOZ0PSH0V,F9F,X075,9/10/2023,20230916,250,263,34,34,9/15/2023,5:11 PM,9/15/2023,34,,,,,,,20230406,PPD,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000941284::10,2022 New
AL34,LACOSTE,DH7330,20.92,20.92,1001005370,10,Stitch,IXW,-,-,-,-,T-shirt,2023_6_1,AAF,7242010-2,PTFNATOSNKCQOZ0PSH0V,IXW,X075,10/29/2023,-,3407,3577,1553,1553,9/22/2023,6:00 AM,9/26/2023,518,,,,,,,20230912,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,576,-,-,716,261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001005370::10,2022 New
